borough,communityboard,inspection_year,mean_treated,n_treated,total_treated,mean_control,n_control,total_control,diff,ratio
QUEENS,82,2021,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
QUEENS,82,2022,2.0,1.0,2.0,0.0,1.0,0.0,2.0,
QUEENS,82,2023,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
QUEENS,82,2024,2.0,1.0,2.0,0.0,1.0,0.0,2.0,
QUEENS,82,2025,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
QUEENS,9,2019,1.5223214285714286,224.0,341.0,0.6121575342465754,1168.0,715.0,0.9101638943248532,2.486813186813187
QUEENS,9,2020,1.0625,224.0,238.0,0.2577054794520548,1168.0,301.0,0.8047945205479452,4.122923588039867
QUEENS,9,2021,1.4955357142857142,224.0,335.0,0.8690068493150684,1168.0,1015.0,0.6265288649706457,1.7209711470795215
QUEENS,9,2022,2.1205357142857144,224.0,475.0,1.5787671232876712,1168.0,1844.0,0.5417685909980432,1.3431592810660056
QUEENS,9,2023,2.4419642857142856,224.0,547.0,1.3621575342465753,1168.0,1591.0,1.0798067514677103,1.7927179671365718
QUEENS,9,2024,6.325892857142857,224.0,1417.0,1.711472602739726,1168.0,1999.0,4.6144202544031305,3.6961695133280923
QUEENS,9,2025,6.370535714285714,224.0,1427.0,1.8886986301369864,1168.0,2206.0,4.481837084148728,3.3729762984069422
STATEN ISLAND,1,2019,1.3228346456692914,127.0,168.0,1.0678513731825525,619.0,661.0,0.2549832724867389,1.2387816122077024
STATEN ISLAND,1,2020,0.9763779527559056,127.0,124.0,0.5201938610662359,619.0,322.0,0.45618409168966967,1.8769501638382158
STATEN ISLAND,1,2021,0.952755905511811,127.0,121.0,1.1534733441033926,619.0,714.0,-0.20071743859158164,0.8259886631818081
STATEN ISLAND,1,2022,2.1653543307086616,127.0,275.0,1.7673667205169628,619.0,1094.0,0.3979876101916988,1.225186773956729
STATEN ISLAND,1,2023,2.3149606299212597,127.0,294.0,2.1066235864297256,619.0,1304.0,0.20833704349153415,1.098896188589923
STATEN ISLAND,1,2024,4.826771653543307,127.0,613.0,3.5573505654281097,619.0,2202.0,1.2694210881151977,1.3568445293112203
STATEN ISLAND,1,2025,9.527559055118111,127.0,1210.0,6.5718901453958,619.0,4068.0,2.955668909722311,1.4497441138441767
STATEN ISLAND,2,2019,1.0,25.0,25.0,0.6223404255319149,188.0,117.0,0.37765957446808507,1.6068376068376067
STATEN ISLAND,2,2020,1.28,25.0,32.0,0.19148936170212766,188.0,36.0,1.0885106382978724,6.684444444444445
STATEN ISLAND,2,2021,2.04,25.0,51.0,0.9840425531914894,188.0,185.0,1.0559574468085107,2.073081081081081
STATEN ISLAND,2,2022,2.92,25.0,73.0,1.6808510638297873,188.0,316.0,1.2391489361702126,1.7372151898734176
STATEN ISLAND,2,2023,2.0,25.0,50.0,1.0957446808510638,188.0,206.0,0.9042553191489362,1.825242718446602
STATEN ISLAND,2,2024,2.44,25.0,61.0,2.101063829787234,188.0,395.0,0.338936170212766,1.1613164556962026
STATEN ISLAND,2,2025,12.8,25.0,320.0,2.6914893617021276,188.0,506.0,10.108510638297872,4.755731225296443
STATEN ISLAND,3,2019,0.21428571428571427,14.0,3.0,0.5869565217391305,46.0,27.0,-0.3726708074534162,0.365079365079365
STATEN ISLAND,3,2020,0.21428571428571427,14.0,3.0,0.2391304347826087,46.0,11.0,-0.02484472049689443,0.8961038961038961
STATEN ISLAND,3,2021,0.14285714285714285,14.0,2.0,0.9130434782608695,46.0,42.0,-0.7701863354037266,0.1564625850340136
STATEN ISLAND,3,2022,0.42857142857142855,14.0,6.0,1.6304347826086956,46.0,75.0,-1.201863354037267,0.26285714285714284
STATEN ISLAND,3,2023,0.6428571428571429,14.0,9.0,1.5434782608695652,46.0,71.0,-0.9006211180124223,0.41649899396378276
STATEN ISLAND,3,2024,2.142857142857143,14.0,30.0,2.3260869565217392,46.0,107.0,-0.18322981366459645,0.9212283044058744
STATEN ISLAND,3,2025,5.928571428571429,14.0,83.0,3.5652173913043477,46.0,164.0,2.363354037267081,1.6628919860627178
STATEN ISLAND,501,2019,0.0,1.0,0.0,,,,,
STATEN ISLAND,501,2020,0.0,1.0,0.0,,,,,
STATEN ISLAND,501,2021,0.0,1.0,0.0,,,,,
STATEN ISLAND,501,2022,0.0,1.0,0.0,,,,,
STATEN ISLAND,501,2023,0.0,1.0,0.0,,,,,
STATEN ISLAND,501,2024,0.0,1.0,0.0,,,,,
STATEN ISLAND,501,2025,0.0,1.0,0.0,,,,,
STATEN ISLAND,51,2019,0.0,1.0,0.0,,,,,
STATEN ISLAND,51,2020,0.0,1.0,0.0,,,,,
STATEN ISLAND,51,2021,0.0,1.0,0.0,,,,,
STATEN ISLAND,51,2022,0.0,1.0,0.0,,,,,
STATEN ISLAND,51,2023,0.0,1.0,0.0,,,,,
STATEN ISLAND,51,2024,0.0,1.0,0.0,,,,,
STATEN ISLAND,51,2025,0.0,1.0,0.0,,,,,
